0	BEFORE-OR-OVERLAP	[ENT] ９５ ― ９７ 年 、 中国 ・ 北京 大 に [ENT] 留学 し 、 帰国 後 に 双子 を 出産 。
1	OVERLAP	[ENT] 呼び 出し て 注意 する 先生 も いた が 、 [ENT] 二 、 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ ７５ ） は 違った 。
2	OVERLAP	呼び 出し て [ENT] 注意 する 先生 も いた が 、 [ENT] 二 、 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ ７５ ） は 違った 。
3	OVERLAP	呼び 出し て 注意 する 先生 も [ENT] いた が 、 [ENT] 二 、 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ ７５ ） は 違った 。
4	OVERLAP	[ENT] 呼び 出し て 注意 する 先生 も いた が 、 二 、 [ENT] 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ ７５ ） は 違った 。
5	OVERLAP	呼び 出し て [ENT] 注意 する 先生 も いた が 、 二 、 [ENT] 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ ７５ ） は 違った 。
6	VAGUE	[ENT] 呼び 出し て 注意 する 先生 も いた が 、 二 、 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ [ENT] ７５ ） は 違った 。
7	VAGUE	呼び 出し て [ENT] 注意 する 先生 も いた が 、 二 、 三 年 時 に 担任 だった 池田 弘 ##子 先生 （ [ENT] ７５ ） は 違った 。
8	BEFORE	中学校 教員 を 対象 に ＮＩ ##Ｅ （ 教育 に 新聞 を ） 活動 の 実践 例 を [ENT] 報告 し 、 活用 に 役 ##立てる 「 第 ７ 回 ＮＩ ##Ｅ 講習 会 」 が [ENT] １７ 日 午後 ２ 時 ３０ 分 から 、 東京 ・ 内 幸 町 の 日本 プレス センター で 開催 さ れる 。
9	BEFORE	中学校 教員 を 対象 に ＮＩ ##Ｅ （ 教育 に 新聞 を ） 活動 の 実践 例 を 報告 し 、 活用 に [ENT] 役 ##立てる 「 第 ７ 回 ＮＩ ##Ｅ 講習 会 」 が [ENT] １７ 日 午後 ２ 時 ３０ 分 から 、 東京 ・ 内 幸 町 の 日本 プレス センター で 開催 さ れる 。
10	BEFORE-OR-OVERLAP	中学校 教員 を 対象 に ＮＩ ##Ｅ （ 教育 に 新聞 を ） 活動 の 実践 例 を 報告 し 、 活用 に 役 ##立てる 「 第 ７ 回 ＮＩ ##Ｅ 講習 会 」 が [ENT] １７ 日 午後 ２ 時 ３０ 分 から 、 東京 ・ 内 幸 町 の 日本 プレス センター で [ENT] 開催 さ れる 。
11	OVERLAP	不 登校 や 高校 中退 など の 問題 に [ENT] 取り 組 田口 教育 研究 所 は ん で いる [ENT] ２６ 日 ― ３ 月 ９ 日 の 間 （ 土 、 日 は 除く [UNK] 電話 相談 に 応じる 。
12	OVERLAP	不 登校 や 高校 中退 など の 問題 に [ENT] 取り 組 田口 教育 研究 所 は ん で いる ２６ 日 ― [ENT] ３ 月 ９ 日 の 間 （ 土 、 日 は 除く [UNK] 電話 相談 に 応じる 。
13	OVERLAP	不 登校 や 高校 中退 など の 問題 に [ENT] 取り 組 田口 教育 研究 所 は ん で いる ２６ 日 ― ３ 月 ９ 日 の 間 （ [ENT] 土 、 日 は 除く [UNK] 電話 相談 に 応じる 。
14	VAGUE	不 登校 や 高校 中退 など の 問題 に 取り 組 田口 教育 研究 所 は ん で いる ２６ 日 ― ３ 月 ９ 日 の 間 （ [ENT] 土 、 日 は 除く [UNK] 電話 相談 に [ENT] 応じる 。
15	OVERLAP	不 登校 や 高校 中退 など の 問題 に [ENT] 取り 組 田口 教育 研究 所 は ん で いる ２６ 日 ― ３ 月 ９ 日 の 間 （ 土 、 [ENT] 日 は 除く [UNK] 電話 相談 に 応じる 。
16	VAGUE	不 登校 や 高校 中退 など の 問題 に 取り 組 田口 教育 研究 所 は ん で いる ２６ 日 ― ３ 月 ９ 日 の 間 （ 土 、 [ENT] 日 は 除く [UNK] 電話 相談 に [ENT] 応じる 。
17	OVERLAP	[ENT] 昨年 四 月 に [ENT] オープン した 大阪 市 北 区 の 大阪 国際 会議 場 （ グラン ##キュー ##ブ 大阪 ） の 来場 者 が 二十 日 、 百万 人 を 突破 した 。
18	BEFORE	[ENT] 昨年 四 月 に オープン した 大阪 市 北 区 の 大阪 国際 会議 場 （ グラン ##キュー ##ブ 大阪 ） の 来場 者 が 二十 日 、 百万 人 を [ENT] 突破 した 。
19	AFTER	昨年 四 月 に [ENT] オープン した 大阪 市 北 区 の 大阪 国際 会議 場 （ グラン ##キュー ##ブ 大阪 ） の 来場 者 が [ENT] 二十 日 、 百万 人 を 突破 した 。
20	OVERLAP	昨年 四 月 に オープン した 大阪 市 北 区 の 大阪 国際 会議 場 （ グラン ##キュー ##ブ 大阪 ） の 来場 者 が [ENT] 二十 日 、 百万 人 を [ENT] 突破 した 。
21	OVERLAP	開業 [ENT] 一 年間 の 稼働 率 は 当初 目標 を [ENT] 上回り 、 初年度 決算 も 黒字 確実 ##で 、 山下 和彦 社長 は 「 と 二 年 目 も 引き続き 好調 を 維持 し たい 」 して いる 。
22	BEFORE	開業 [ENT] 一 年間 の 稼働 率 は 当初 目標 を 上回り 、 初年度 決算 も 黒字 確実 ##で 、 山下 和彦 社長 は 「 と 二 年 目 も 引き続き 好調 を 維持 し たい 」 [ENT] して いる 。
23	OVERLAP	開業 一 年間 の 稼働 率 は 当初 目標 を [ENT] 上回り 、 [ENT] 初年度 決算 も 黒字 確実 ##で 、 山下 和彦 社長 は 「 と 二 年 目 も 引き続き 好調 を 維持 し たい 」 して いる 。
24	AFTER	開業 一 年間 の 稼働 率 は 当初 目標 を [ENT] 上回り 、 初年度 決算 も 黒字 確実 ##で 、 山下 和彦 社長 は 「 と [ENT] 二 年 目 も 引き続き 好調 を 維持 し たい 」 して いる 。
25	OVERLAP	[ENT] 今年 三 月 末 ま で の 稼働 率 は 六 ##二 ％ と 、 当初 目標 の 五 ##五 ％ を 大幅に [ENT] 上回った 。
26	OVERLAP	開業 以来 の [ENT] 一 年間 に [ENT] 利用 さ れた イベント は 、 国際 会議 五十 ##七 件 を 含め 会議 、 展示 会 など 二 ##千 ##百 ##十 ##一 件 だった 。
27	VAGUE	収支 見込み も 、 当初 は 数 年間 の 赤字 が 必 ##至 と み られて いた が 、 今 ##月 三十 ##一 日 に [ENT] 予定 して いる [ENT] 初年度 決算 で 「 経 ##常 利益 は 数 ##億 円 単位 の 黒字 に （ 山下 社長 ） と なる 」 いう 。
28	BEFORE	収支 見込み も 、 当初 は 数 年間 の 赤字 が 必 ##至 と み られて いた が 、 今 ##月 三十 ##一 日 に 予定 して いる [ENT] 初年度 決算 で 「 経 ##常 利益 は 数 ##億 円 単位 の 黒字 に （ 山下 社長 ） と なる 」 [ENT] いう 。
